game,name,score,place,timeout
748,g2,58,3rd,no
749,g4,130,3rd,no
749,g7,28,4th,no
749,g9,193,1st,no
750,g2,77,4th,no
751,g4,121,3rd,no
751,g7,5,4th,no
751,g9,179,2nd,no
752,g1,127,3rd,no
752,g6,163,2nd,no
752,g7,43,4th,no
752,g9,166,1st,no
753,g2,127,2nd,no
754,g6,91,3rd,no
754,g7,10,4th,no
754,g9,156,2nd,no
755,g4,102,4th,no
758,g3,102,4th,no
758,g8,129,2nd,no
758,g9,105,3rd,no
759,g1,146,2nd,no
761,g4,27,4th,no
761,g8,133,3rd,no
761,g9,147,2nd,no
762,g1,146,1st,no
762,g6,107,4th,no
762,g8,138,2nd,no
762,g9,109,3rd,no
763,g2,145,2nd,no
763,g6,108,3rd,no
763,g8,146,1st,no
763,g9,100,4th,no
764,g3,132,2nd,no
764,g6,127,3rd,no
764,g8,1,4th,no
764,g9,239,1st,no
765,g4,87,4th,no
766,g7,42,4th,no
766,g8,197,1st,no
766,g9,137,2nd,no
767,g2,25,4th,no
768,g7,4,4th,no
768,g8,145,2nd,no
768,g9,105,3rd,no
769,g4,96,2nd,no
771,g2,128,2nd,no
771,g3,91,4th,no
771,g4,114,3rd,no
772,g1,152,1st,no
774,g3,205,1st,no
774,g4,39,4th,no
774,g6,81,3rd,no
775,g2,60,4th,no
778,g3,164,2nd,no
778,g4,61,4th,no
778,g7,105,3rd,no
779,g2,140,2nd,no
781,g3,136,2nd,no
781,g6,113,3rd,no
781,g7,44,4th,no
782,g2,134,2nd,no
784,g4,63,4th,no
784,g6,117,3rd,no
784,g7,136,2nd,no
785,g3,133,2nd,no
788,g3,145,2nd,no
788,g4,100,3rd,no
788,g8,84,4th,no
789,g2,73,4th,no
791,g3,100,3rd,no
791,g6,126,2nd,no
791,g8,89,4th,no
792,g2,135,1st,no
795,g4,89,4th,no
795,g6,109,2nd,no
795,g8,107,3rd,no
796,g1,131,1st,no
797,g3,135,2nd,no
797,g7,89,4th,no
797,g8,121,3rd,no
798,g2,61,4th,no
799,g4,88,4th,no
799,g7,125,3rd,no
799,g8,129,2nd,no
800,g2,140,1st,no
800,g4,101,4th,no
800,g7,123,3rd,no
800,g8,135,2nd,no
801,g3,108,4th,no
802,g6,117,3rd,no
802,g7,85,4th,no
802,g8,151,1st,no
803,g2,142,1st,no
804,g6,120,3rd,no
804,g7,62,4th,no
804,g8,149,2nd,no
805,g4,124,3rd,no
806,g2,76,4th,no
806,g3,135,2nd,no
806,g9,125,3rd,no
807,g1,158,1st,no
807,g2,142,2nd,no
807,g4,87,4th,no
807,g9,112,3rd,no
808,g1,119,3rd,no
809,g3,156,2nd,no
809,g4,54,4th,no
809,g9,131,3rd,no
810,g1,124,2nd,no
810,g2,117,3rd,no
810,g6,109,4th,no
810,g9,150,1st,no
811,g1,120,3rd,no
811,g3,88,4th,no
811,g6,123,2nd,no
811,g9,168,1st,no
812,g2,74,4th,no
815,g4,70,4th,no
815,g6,117,3rd,no
815,g9,127,2nd,no
816,g1,139,1st,no
818,g3,123,3rd,no
818,g7,86,4th,no
818,g9,133,2nd,no
819,g1,118,3rd,no
820,g4,59,4th,no
820,g7,146,2nd,no
820,g9,143,3rd,no
821,g3,141,1st,no
821,g4,102,4th,no
821,g7,133,2nd,no
821,g9,124,3rd,no
822,g1,123,2nd,no
823,g6,107,4th,no
823,g7,116,3rd,no
823,g9,141,1st,no
824,g3,122,3rd,no
824,g6,108,4th,no
824,g7,136,1st,no
824,g9,133,2nd,no
825,g4,95,4th,no
827,g3,91,4th,no
827,g8,104,3rd,no
827,g9,159,1st,no
828,g2,105,4th,no
830,g4,61,4th,no
830,g8,99,3rd,no
830,g9,168,2nd,no
831,g3,171,1st,no
831,g4,68,4th,no
831,g8,105,3rd,no
831,g9,156,2nd,no
832,g1,117,2nd,no
833,g6,133,2nd,no
833,g8,88,4th,no
833,g9,119,3rd,no
834,g3,139,2nd,no
834,g6,108,3rd,no
834,g8,95,4th,no
834,g9,157,1st,no
835,g4,104,4th,no
836,g7,104,4th,no
836,g8,142,2nd,no
836,g9,110,3rd,no
837,g2,133,1st,no
837,g7,117,4th,no
837,g8,130,2nd,no
837,g9,119,3rd,no
838,g3,113,3rd,no
838,g7,141,1st,no
838,g8,106,4th,no
838,g9,139,2nd,no
839,g4,82,4th,no
840,g7,121,3rd,no
840,g8,142,1st,no
840,g9,129,2nd,no
1681,g1,9,1st,no
1822,g2,27,2nd,no
1822,g3,29,1st,no
1822,g6,20,4th,no
1823,g1,31,2nd,no
1823,g2,44,1st,no
1823,g4,3,4th,no
1823,g6,23,3rd,no
1824,g1,35,2nd,no
1825,g3,34,2nd,no
1825,g4,7,4th,no
1825,g6,25,3rd,no
1826,g1,40,2nd,no
1828,g3,37,1st,no
1828,g4,7,4th,no
1828,g7,21,3rd,no
1829,g2,42,1st,no
1832,g3,31,1st,no
1832,g6,23,3rd,no
1832,g7,27,2nd,no
1833,g1,44,1st,no
1837,g2,37,2nd,no
1837,g4,2,4th,no
1837,g8,39,1st,no
1838,g1,28,3rd,no
1840,g2,20,3rd,no
1840,g6,28,2nd,no
1840,g8,35,1st,no
1841,g1,26,2nd,no
1841,g3,17,4th,no
1841,g6,26,2nd,no
1841,g8,32,1st,no
1842,g2,31,1st,no
1842,g3,27,2nd,no
1842,g6,22,3rd,no
1842,g8,20,4th,no
1843,g1,33,2nd,no
1843,g4,5,4th,no
1843,g6,14,3rd,no
1843,g8,48,1st,no
1844,g2,47,1st,no
1846,g2,40,1st,no
1846,g7,15,3rd,no
1846,g8,31,2nd,no
1847,g1,29,2nd,no
1848,g3,24,2nd,no
1848,g7,24,2nd,no
1848,g8,22,4th,no
1849,g1,41,1st,no
1850,g4,14,4th,no
1850,g7,36,1st,no
1850,g8,28,2nd,no
1851,g3,59,1st,no
1852,g6,30,1st,no
1852,g7,23,3rd,no
1852,g8,28,2nd,no
1853,g2,25,2nd,no
1853,g6,20,4th,no
1853,g7,33,1st,no
1853,g8,22,3rd,no
1854,g3,30,2nd,no
1855,g6,33,1st,no
1855,g7,26,2nd,no
1855,g8,26,2nd,no
1856,g1,21,4th,no
1857,g2,39,1st,no
1857,g4,5,4th,no
1857,g9,37,2nd,no
1858,g1,26,2nd,no
1859,g3,61,1st,no
1859,g4,5,3rd,no
1859,g9,31,2nd,no
1860,g1,35,1st,no
1861,g3,30,1st,no
1861,g6,29,2nd,no
1861,g9,20,4th,no
1862,g2,30,2nd,no
1862,g3,14,4th,no
1862,g6,39,1st,no
1862,g9,17,3rd,no
1863,g1,42,1st,no
1864,g4,22,3rd,no
1864,g6,20,4th,no
1864,g9,26,2nd,no
1865,g3,37,1st,no
1867,g3,43,1st,no
1867,g7,17,3rd,no
1867,g9,29,2nd,no
1868,g2,27,2nd,no
1869,g4,12,4th,no
1869,g7,23,2nd,no
1869,g9,46,1st,no
1870,g2,39,2nd,no
1872,g6,27,2nd,no
1872,g7,14,4th,no
1872,g9,34,1st,no
1873,g2,28,1st,no
1873,g6,22,4th,no
1873,g7,26,2nd,no
1873,g9,24,3rd,no
1874,g3,39,1st,no
1876,g2,33,1st,no
1876,g8,21,4th,no
1876,g9,24,2nd,no
1877,g1,34,1st,no
1878,g3,28,2nd,no
1878,g8,24,3rd,no
1878,g9,32,1st,no
1879,g1,34,2nd,no
1879,g4,12,3rd,no
1879,g8,11,4th,no
1879,g9,44,1st,no
1880,g2,37,1st,no
1882,g6,20,3rd,no
1882,g8,19,4th,no
1882,g9,35,1st,no
1883,g2,28,2nd,no
1883,g6,15,4th,no
1883,g8,28,2nd,no
1883,g9,29,1st,no
1884,g3,41,1st,no
1885,g6,36,1st,no
1885,g8,22,3rd,no
1885,g9,19,4th,no
1886,g1,38,1st,no
1889,g7,37,1st,no
1889,g8,27,2nd,no
1889,g9,9,4th,no
1890,g6,34,1st,no
1891,g2,32,1st,no
1891,g3,16,4th,no
1891,g4,21,3rd,no
1892,g1,38,1st,no
1893,g2,33,2nd,no
1893,g4,17,3rd,no
1893,g6,16,4th,no
1894,g1,45,1st,no
1896,g2,31,1st,no
1896,g3,25,2nd,no
1896,g7,20,4th,no
1897,g1,26,2nd,no
1897,g2,24,3rd,no
1897,g4,16,4th,no
1897,g7,35,1st,no
1898,g1,43,1st,no
1901,g3,38,1st,no
1901,g6,28,2nd,no
1901,g7,11,4th,no
1902,g2,31,1st,no
1902,g3,19,4th,no
1902,g6,26,2nd,no
1902,g7,24,3rd,no
1903,g1,33,1st,no
1906,g2,7,4th,no
1906,g3,38,1st,no
1906,g8,29,2nd,no
1907,g1,28,2nd,no
1907,g2,43,1st,no
1907,g4,12,4th,no
1907,g8,18,3rd,no
1908,g1,44,1st,no
1909,g3,38,1st,no
1909,g4,7,4th,no
1909,g8,34,2nd,no
1910,g1,37,1st,no
1912,g3,38,1st,no
1912,g6,30,2nd,no
1912,g8,15,4th,no
1913,g1,34,1st,no
1921,g4,15,4th,no
1921,g7,24,3rd,no
1921,g8,30,2nd,no
1922,g1,33,1st,no
1923,g6,23,3rd,no
1923,g7,29,1st,no
1923,g8,21,4th,no
1924,g3,31,1st,no
1925,g6,22,3rd,no
1925,g7,35,1st,no
1925,g8,26,2nd,no
1926,g1,26,3rd,no
1927,g2,36,1st,no
1927,g4,5,4th,no
1927,g9,33,2nd,no
1928,g1,36,1st,no
1929,g3,48,1st,no
1929,g4,5,4th,no
1929,g9,23,3rd,no
1930,g1,26,2nd,no
1932,g3,27,2nd,no
1932,g6,24,3rd,no
1932,g9,30,1st,no
1933,g1,36,1st,no
1936,g2,28,2nd,no
1936,g7,19,4th,no
1936,g9,31,1st,no
1937,g1,25,3rd,no
1938,g3,22,3rd,no
1938,g7,26,2nd,no
1938,g9,35,1st,no
1939,g1,32,1st,no
1941,g4,19,3rd,no
1941,g7,18,4th,no
1941,g9,40,1st,no
1942,g1,37,1st,no
1945,g6,22,3rd,no
1945,g7,25,2nd,no
1945,g9,33,1st,no
1946,g1,30,1st,no
1948,g3,28,2nd,no
1948,g8,18,4th,no
1948,g9,30,1st,no
1949,g1,28,2nd,no
1952,g6,25,2nd,no
1952,g8,19,3rd,no
1952,g9,39,1st,no
1953,g2,27,2nd,no
1955,g6,25,3rd,no
1955,g8,30,2nd,no
1955,g9,31,1st,no
1956,g1,29,2nd,no
1960,g7,31,1st,no
1960,g8,25,3rd,no
1960,g9,27,2nd,no
1961,g1,146,2nd,no
1961,g2,204,1st,no
1961,g3,88,3rd,no
1961,g4,61,4th,no
1962,g1,117,3rd,no
1962,g2,140,1st,no
1962,g3,103,4th,no
1962,g6,140,1st,no
1963,g1,117,2nd,no
1966,g2,23,3rd,no
1966,g3,267,1st,no
1966,g7,5,4th,no
1967,g1,126,2nd,no
1969,g3,263,1st,no
1969,g4,69,3rd,no
1969,g7,1,4th,no
1970,g1,140,2nd,no
1970,g2,134,3rd,no
1970,g6,152,1st,no
1970,g7,73,4th,no
1971,g1,140,3rd,no
1973,g4,114,3rd,no
1973,g6,138,2nd,no
1973,g7,51,4th,no
1974,g2,166,1st,no
1975,g4,79,3rd,no
1975,g6,140,2nd,no
1975,g7,4,4th,no
1976,g1,158,1st,no
1976,g2,134,2nd,no
1976,g3,113,3rd,no
1976,g8,95,4th,no
1977,g1,131,2nd,no
1978,g3,191,1st,no
1978,g4,45,4th,no
1978,g8,115,3rd,no
1979,g2,107,2nd,no
1979,g3,277,1st,no
1979,g4,14,4th,no
1979,g8,101,3rd,no
1980,g1,79,4th,no
1983,g4,68,4th,no
1983,g6,90,3rd,no
1983,g8,120,2nd,no
1984,g2,156,2nd,no
1985,g4,95,3rd,no
1985,g6,77,4th,no
1985,g8,149,2nd,no
1986,g1,98,3rd,no
1987,g3,126,2nd,no
1987,g7,110,4th,no
1987,g8,141,1st,no
1988,g2,9,3rd,no
1989,g4,55,4th,no
1989,g7,111,3rd,no
1989,g8,185,1st,no
1990,g2,55,3rd,no
1991,g4,152,2nd,no
1991,g7,97,3rd,no
1991,g8,8,4th,no
1992,g1,94,3rd,no
1993,g6,21,4th,no
1993,g7,252,1st,no
1993,g8,100,3rd,no
1994,g3,96,3rd,no
1996,g2,7,4th,no
1996,g3,204,1st,no
1996,g9,124,3rd,no
1997,g1,131,3rd,no
1997,g2,157,2nd,no
1997,g4,22,4th,no
1997,g9,189,1st,no
1998,g1,89,3rd,no
1999,g3,176,2nd,no
1999,g4,12,4th,no
1999,g9,131,3rd,no
2000,g1,99,4th,no
2005,g4,61,4th,no
2005,g6,115,2nd,no
2005,g9,108,3rd,no
2006,g1,108,3rd,no
2007,g3,190,1st,no
2007,g7,24,4th,no
2007,g9,144,2nd,no
2008,g2,135,2nd,no
2010,g4,87,4th,no
2010,g7,125,2nd,no
2010,g9,116,3rd,no
2011,g3,171,1st,no
2011,g4,132,3rd,no
2011,g7,52,4th,no
2011,g9,145,2nd,no
2012,g1,92,3rd,no
2012,g6,193,2nd,no
2012,g7,14,4th,no
2012,g9,200,1st,no
2013,g2,34,4th,no
2014,g6,93,3rd,no
2014,g7,3,4th,no
2014,g9,192,2nd,no
2015,g4,182,2nd,no
2015,g6,128,3rd,no
2015,g7,6,4th,no
2015,g9,183,1st,no
2016,g1,117,2nd,no
2019,g4,44,4th,no
2019,g8,120,3rd,no
2019,g9,145,2nd,no
2020,g2,175,1st,no
2021,g4,34,4th,no
2021,g8,137,2nd,no
2021,g9,125,3rd,no
2022,g1,153,1st,no
2023,g6,101,4th,no
2023,g8,125,2nd,no
2023,g9,113,3rd,no
2024,g3,152,1st,no
2024,g6,140,2nd,no
2024,g8,88,4th,no
2024,g9,120,3rd,no
2025,g4,109,4th,no
2026,g7,65,4th,no
2026,g8,165,1st,no
2026,g9,119,3rd,no
2027,g2,16,4th,no
2028,g7,1,4th,no
2028,g8,126,2nd,no
2028,g9,121,3rd,no
2029,g4,85,3rd,no
2029,g7,189,1st,no
2029,g8,159,2nd,no
2029,g9,66,4th,no
2030,g6,82,3rd,no
2031,g2,140,2nd,no
2031,g3,106,3rd,no
2031,g4,87,4th,no
2032,g1,157,1st,no
2032,g2,146,2nd,no
2032,g3,80,4th,no
2032,g6,117,3rd,no
2033,g1,140,2nd,no
2034,g3,156,2nd,no
2034,g4,79,3rd,no
2034,g6,77,4th,no
2035,g2,159,2nd,no
2035,g3,191,1st,no
2035,g4,75,3rd,no
2035,g6,74,4th,no
2036,g1,149,1st,no
2036,g2,148,2nd,no
2036,g3,94,4th,no
2036,g7,108,3rd,no
2037,g1,136,3rd,no
2038,g3,145,2nd,no
2038,g4,105,3rd,no
2038,g7,79,4th,no
2039,g2,73,4th,no
2041,g3,89,4th,no
2041,g6,109,3rd,no
2041,g7,142,2nd,no
2042,g2,144,2nd,no
2044,g4,75,4th,no
2044,g6,90,3rd,no
2044,g7,137,2nd,no
2045,g3,179,1st,no
2045,g4,90,4th,no
2045,g6,101,3rd,no
2045,g7,129,2nd,no
2046,g1,180,1st,no
2046,g2,71,4th,no
2046,g3,149,2nd,no
2046,g8,99,3rd,no
2047,g1,155,1st,no
2048,g3,172,2nd,no
2048,g4,58,4th,no
2048,g8,93,3rd,no
2049,g2,132,2nd,no
2051,g3,97,3rd,no
2051,g6,125,2nd,no
2051,g8,94,4th,no
2052,g2,175,1st,no
2052,g3,96,4th,no
2052,g6,120,2nd,no
2052,g8,109,3rd,no
2053,g1,156,1st,no
2053,g4,77,4th,no
2053,g6,117,3rd,no
2053,g8,150,2nd,no
2054,g2,155,1st,no
2055,g4,112,3rd,no
2055,g6,111,4th,no
2055,g8,118,2nd,no
2056,g1,140,2nd,no
2056,g2,69,4th,no
2056,g7,117,3rd,no
2056,g8,173,1st,no
2057,g1,122,3rd,no
2059,g4,95,3rd,no
2059,g7,57,4th,no
2059,g8,199,1st,no
2060,g2,116,2nd,no
2061,g4,152,3rd,no
2061,g7,9,4th,no
2061,g8,161,2nd,no
2062,g1,146,1st,no
2062,g6,98,4th,no
2062,g7,119,3rd,no
2062,g8,136,2nd,no
2063,g2,101,4th,no
2064,g6,116,2nd,no
2064,g7,110,4th,no
2064,g8,116,2nd,no
2065,g4,130,2nd,no
2066,g2,68,4th,no
2066,g3,139,2nd,no
2066,g9,132,3rd,no
2067,g1,141,2nd,no
2068,g3,165,1st,no
2068,g4,52,4th,no
2068,g9,130,3rd,no
2069,g2,150,3rd,no
2069,g3,155,2nd,no
2069,g4,22,4th,no
2069,g9,173,1st,no
2070,g1,122,2nd,no
2071,g3,186,1st,no
2071,g6,17,4th,no
2071,g9,140,3rd,no
2072,g2,54,4th,no
2074,g4,59,4th,no
2074,g6,96,3rd,no
2074,g9,174,1st,no
2075,g3,143,2nd,no
2075,g4,90,4th,no
2075,g6,120,3rd,no
2075,g9,146,1st,no
2076,g1,128,2nd,no
2076,g2,137,1st,no
2076,g7,122,3rd,no
2076,g9,112,4th,no
2077,g1,129,3rd,no
2078,g3,112,3rd,no
2078,g7,111,4th,no
2078,g9,131,2nd,no
2079,g1,134,2nd,no
2081,g4,114,3rd,no
2081,g7,41,4th,no
2081,g9,136,2nd,no
2082,g1,137,1st,no
2082,g6,117,3rd,no
2082,g7,131,2nd,no
2082,g9,114,4th,no
2083,g2,138,1st,no
2084,g6,81,4th,no
2084,g7,123,3rd,no
2084,g9,148,1st,no
2085,g4,88,4th,no
2086,g2,80,4th,no
2086,g8,92,3rd,no
2086,g9,165,1st,no
2087,g1,141,2nd,no
2087,g3,126,3rd,no
2087,g8,88,4th,no
2087,g9,144,1st,no
2088,g2,50,4th,no
2089,g4,78,4th,no
2089,g8,131,2nd,no
2089,g9,128,3rd,no
2090,g2,150,2nd,no
2091,g4,99,3rd,no
2091,g8,99,3rd,no
2091,g9,140,2nd,no
2092,g1,130,3rd,no
2093,g6,123,3rd,no
2093,g8,107,4th,no
2093,g9,129,2nd,no
2094,g3,113,3rd,no
2094,g6,129,2nd,no
2094,g8,110,4th,no
2094,g9,147,1st,no
2095,g4,87,4th,no
2096,g7,102,4th,no
2096,g8,126,2nd,no
2096,g9,106,3rd,no
2097,g2,152,1st,no
2097,g7,130,2nd,no
2097,g8,97,4th,no
2097,g9,120,3rd,no
2098,g3,121,3rd,no
2098,g7,105,4th,no
2098,g8,126,2nd,no
2098,g9,147,1st,no
2099,g4,94,4th,no
2100,g7,97,4th,no
2100,g8,116,3rd,no
2100,g9,144,1st,no
2941,g1,7,2nd,no
3083,g2,49,1st,no
3083,g4,3,4th,no
3083,g6,22,3rd,no
3084,g1,37,2nd,no
3084,g3,42,1st,no
3084,g4,2,4th,no
3084,g6,19,3rd,no
3085,g2,43,1st,no
3086,g2,28,1st,no
3086,g3,24,3rd,no
3086,g7,26,2nd,no
3087,g1,32,2nd,no
3087,g2,34,1st,no
3087,g4,2,4th,no
3087,g7,32,2nd,no
